#1,#2,名称,所在地,ステータス,マッピングに関する特記事項,日付,開設時間,給水に関する特記事項,出典,市町村コード,都道府県,市区町村,市区町村以下,緯度・経度,出典最終確認日時,出典確認担当者
92,98,成田公民館,千葉県 成田市 田町 299-2,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,田町 299-2,"35.784794, 140.320073",2019-09-20 13:52:39,藤田 周
93,99,富士山溶岩ホットヨガスタジオマグーナ成田店,千葉県 成田市 花崎町 828-11 スカイタウン成田2F,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,花崎町 828-11 スカイタウン成田2F,"35.777115, 140.314028",2019-09-20 13:52:39,藤田 周
94,100,勤労会館,千葉県 成田市 不動が丘 1113-1,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,不動が丘 1113-1,"35.772765, 140.310323",2019-09-20 13:52:39,藤田 周
95,101,卸売市場,千葉県 成田市 飯仲 42-2,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,飯仲 42-2,"35.756743, 140.300627",2019-09-20 13:52:39,藤田 周
96,102,公津公民館,千葉県 成田市 宗吾 1-839-1,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,宗吾 1-839-1,"35.764132, 140.279602",2019-09-20 13:52:39,藤田 周
97,103,公津の杜コミュニティセンター,千葉県 成田市 公津の杜 4-8,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,公津の杜 4-8,"35.757904, 140.294618",2019-09-20 13:52:39,藤田 周
98,104,印東体育館,千葉県 成田市 船形186-2,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,船形186-2,"35.786384, 140.267329",2019-09-20 13:52:39,藤田 周
99,105,のぞみの園,千葉県 成田市 江弁須 96-3,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,江弁須 96-3,"35.764561, 140.294621",2019-09-20 13:52:39,藤田 周
100,106,八生公民館,千葉県 成田市 松崎 317,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,松崎 317,"35.808582, 140.291602",2019-09-20 13:52:39,藤田 周
101,107,八生小学校,千葉県 成田市 松崎 1468,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,松崎 1468,"35.804812, 140.291777",2019-09-20 13:52:39,藤田 周
102,108,坂田ヶ池総合公園,千葉県 成田市 大竹 1450,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,大竹 1450,"35.815759, 140.276420",2019-09-20 13:52:39,藤田 周
103,109,中郷ふるさと交流館,千葉県 成田市 赤荻 1574,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,赤荻 1574,"35.808671, 140.330233",2019-09-20 13:52:39,藤田 周
104,110,中郷公民館,千葉県 成田市 赤荻 1587-1,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,赤荻 1587-1,"35.809440, 140.329539",2019-09-20 13:52:39,藤田 周
105,111,久住中学校,千葉県 成田市 久住中央 2丁目1,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,久住中央 2丁目1,"35.834268, 140.341343",2019-09-20 13:52:39,藤田 周
106,112,豊住小学校,千葉県 成田市 北羽鳥 1985-2,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,北羽鳥 1985-2,"35.851897, 140.294459",2019-09-20 13:52:39,藤田 周
107,113,豊住ふれあい健康館,千葉県 成田市 北羽鳥 1975-3,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,北羽鳥 1975-3,"35.854155, 140.295168",2019-09-20 13:52:39,藤田 周
108,114,豊住公民館,千葉県 成田市 北羽鳥 2024-1,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,北羽鳥 2024-1,"35.849797, 140.293202",2019-09-20 13:52:39,藤田 周
112,115,橋賀台公民館,千葉県 成田市 橋賀台 1-43-1,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,橋賀台 1-43-1,"35.770791, 140.294403",2019-09-20 13:52:39,藤田 周
113,116,玉造公民館,千葉県 成田市 玉造 7-21,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,玉造 7-21,"35.792538, 140.290025",2019-09-20 13:52:39,藤田 周
114,117,加良部公民館,千葉県 成田市 加良部 3-4-1,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,加良部 3-4-1,"35.778326, 140.305186",2019-09-20 13:52:39,藤田 周
115,118,中台運動公園体育館,千葉県 成田市 中台 5-2,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,中台 5-2,"35.781590, 140.307383",2019-09-20 13:52:39,藤田 周
116,119,こども発達支援センター,千葉県 成田市 赤坂 1-3-1,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,赤坂 1-3-1,"35.781802, 140.290620",2019-09-20 13:52:39,藤田 周
117,120,保健福祉館,千葉県 成田市 赤坂 1-3-1,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,赤坂 1-3-1,"35.781793, 140.290818",2019-09-20 13:52:39,藤田 周
128,121,ナスパ・スタジアム,千葉県 成田市 一坪田 410-1,閉鎖,,,,,https://www.city.narita.chiba.jp/,122114,千葉県,成田市,一坪田 410-1,"35.820023, 140.424822",2019-09-20 13:52:39,藤田 周
132,122,Ready to Flight! Narita（旧久住第2小学校）,千葉県 成田市 大室 680,開設,,2019-09-19,9:00 - 18:00,容器持参,https://www.city.narita.chiba.jp/anshin/page0110_00045.html,122114,千葉県,成田市,大室 680,"35.834177, 140.375799",2019-09-20 13:52:39,藤田 周
133,123,JamHouse 空 KUU NARITA,千葉県 成田市 馬橋1-18 ウエルストン2階,閉鎖,,,,,https://www.city.narita.chiba.jp/anshin/page0110_00045.html,122114,千葉県,成田市,馬橋1-18 ウエルストン2階,"35.778221, 140.311781",2019-09-20 13:52:39,藤田 周
134,124,成田空港交通,千葉県 成田市 駒井野 1368-22,閉鎖,,,,,https://www.city.narita.chiba.jp/anshin/page0110_00045.html,122114,千葉県,成田市,駒井野 1368-22,"35.774674, 140.361411",2019-09-20 13:52:39,藤田 周
78,125,ミレニアムセンター佐倉,千葉県 佐倉市 宮前 3丁目4-1,閉鎖,,,,,http://www.city.sakura.lg.jp/emergencyinfo/0000000104.html,122122,千葉県,佐倉市,宮前 3丁目4-1,"35.725595, 140.229041",2019-09-20 13:52:50,藤田 周
79,126,内郷小学校,千葉県 佐倉市 岩名 870,閉鎖,,,,,http://www.city.sakura.lg.jp/emergencyinfo/0000000104.html,122122,千葉県,佐倉市,岩名 870,"35.737459, 140.223550",2019-09-20 13:52:50,藤田 周
80,127,南部浄水場,千葉県 佐倉市 小篠塚 1239,閉鎖,,,,,http://www.city.sakura.lg.jp/emergencyinfo/0000000104.html,122122,千葉県,佐倉市,小篠塚 1239,"35.682444, 140.228979",2019-09-20 13:52:50,藤田 周
81,128,和田ふるさと館,千葉県 佐倉市 八木 850-1,開設,,2019-09-19,9:00 - 21:00,容器を持参,http://www.city.sakura.lg.jp/emergencyinfo/0000000104.html,122122,千葉県,佐倉市,八木 850-1,"35.697465, 140.259956",2019-09-20 13:52:50,藤田 周
82,129,弥富小学校,千葉県 佐倉市 岩富町 145,閉鎖,,,,,http://www.city.sakura.lg.jp/emergencyinfo/0000000104.html,122122,千葉県,佐倉市,岩富町 145,"35.649816, 140.236858",2019-09-20 13:52:50,藤田 周
83,130,上座浄水場,千葉県 佐倉市 上座 776-2,閉鎖,,,,,http://www.city.sakura.lg.jp/emergencyinfo/0000000104.html,122122,千葉県,佐倉市,上座 776-2,"35.731084, 140.157390",2019-09-20 13:52:50,藤田 周
84,131,佐倉東小学校,千葉県 佐倉市 将門町 7,閉鎖,,,,,http://www.city.sakura.lg.jp/emergencyinfo/0000000104.html,122122,千葉県,佐倉市,将門町 7,"35.725679, 140.246326",2019-09-20 13:52:50,藤田 周
85,132,千代田小学校,千葉県 佐倉市 吉見 553,閉鎖,,,,,http://www.city.sakura.lg.jp/emergencyinfo/0000000104.html,122122,千葉県,佐倉市,吉見 553,"35.710883, 140.188390",2019-09-20 13:52:50,藤田 周
86,133,和田小学校,千葉県 佐倉市 直弥 59-1,閉鎖,,,,,http://www.city.sakura.lg.jp/emergencyinfo/0000000104.html,122122,千葉県,佐倉市,直弥 59-1,"35.695699, 140.258837",2019-09-20 13:52:50,藤田 周
225.1,134,源公民館,千葉県 東金市 上布田 22-1,開設,,2019-09-20,屋外水道を利用可,,https://www.city.togane.chiba.jp/emergencyinfo/0000000031.html,122131,千葉県,東金市,上布田 22-1,"35.616111, 140.336571",2019-09-20 13:52:58,藤田 周
225,135,源地区,千葉県 東金市 源地区,閉鎖,源公民館にマッピング,,,,https://www.city.togane.chiba.jp/emergencyinfo/0000000031.html,122131,千葉県,東金市,源地区,"35.616111, 140.336571",2019-09-20 13:52:58,藤田 周
217,136,旭市役所水道庁舎,千葉県 旭市 ニ 2791,閉鎖,,,,,http://www.city.asahi.lg.jp/section/kouhou/news/2019-0910-1637-28.html,122157,千葉県,旭市,ニ 2791,"35.722911, 140.644096",2019-09-20 13:53:53,藤田 周
65,137,沼南給水場,千葉県 柏市 藤ヶ谷 1892-2,不明,,,,,https://www.pref.chiba.lg.jp/suidou/keikaku/saitai/kyoten.html,122173,千葉県,柏市,藤ヶ谷 1892-2,"35.812793, 140.014219",2019-09-20 13:40:43,藤田 周
347,138,勝浦診療所,千葉県 勝浦市 松野 448-1,開設,,2019-09-19,24時間,外の蛇口を利用,https://www.city.katsuura.lg.jp/forms/info/info.aspx?info_id=38020,122181,千葉県,勝浦市,松野 448-1,"35.204585, 140.272894",2019-09-20 13:53:57,藤田 周
347.1,139,芸術文化交流センター,千葉県 勝浦市 沢倉 523-1,開設,,2019-09-19,"9:00 - 21:00
火曜は休館",備蓄飲料を配布,https://www.city.katsuura.lg.jp/forms/info/info.aspx?info_id=38020,122181,千葉県,勝浦市,沢倉 523-1,"35.153301, 140.321996",2019-09-20 13:53:57,藤田 周
348,140,勝浦市役所（水道課）,千葉県 勝浦市 沢倉 515-2,閉鎖,,,,,https://www.city.katsuura.lg.jp/forms/info/info.aspx?info_id=38020,122181,千葉県,勝浦市,沢倉 515-2,"35.152644, 140.322788",2019-09-20 13:53:57,藤田 周
349,141,総野集会所,千葉県 勝浦市 蟹田 159,閉鎖,,,,,https://www.city.katsuura.lg.jp/forms/info/info.aspx?info_id=38020,122181,千葉県,勝浦市,蟹田 159,"35.201192, 140.276478",2019-09-20 13:53:57,藤田 周
69,142,福増浄水場,千葉県 市原市 福増 47,不明,,,,,https://www.pref.chiba.lg.jp/suidou/keikaku/saitai/kyoten.html,122190,千葉県,市原市,福増 47,"35.470495, 140.147945",2019-09-20 13:40:43,藤田 周
70,143,市原分場,千葉県 市原市 郡本 1-103,不明,,,,,https://www.pref.chiba.lg.jp/suidou/keikaku/saitai/kyoten.html,122190,千葉県,市原市,郡本 1-103,"35.512932, 140.120218",2019-09-20 13:40:43,藤田 周
71,144,姉崎分場,千葉県 市原市 有秋台東 2-17-1,不明,,,,,https://www.pref.chiba.lg.jp/suidou/keikaku/saitai/kyoten.html,122190,千葉県,市原市,有秋台東 2-17-1,"35.450700, 140.055962",2019-09-20 13:40:43,藤田 周
226,145,アネッサ,千葉県 市原市 椎津 1131,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,椎津 1131,"35.469508, 140.042239",2019-09-20 14:04:17,藤田 周
227,146,市原支所,千葉県 市原市 八幡 1050-3,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,八幡 1050-3,"35.537144, 140.116284",2019-09-20 14:04:17,藤田 周
228,147,辰巳台支所,千葉県 市原市 辰巳台西 3丁目14-1,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,辰巳台西 3丁目14-1,"35.520964, 140.146876",2019-09-20 14:04:17,藤田 周
229,148,三和支所,千葉県 市原市 海士有木 232-1,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,海士有木 232-1,"35.464390, 140.125425",2019-09-20 14:04:17,藤田 周
230,149,市津支所,千葉県 市原市 下野 90-1,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水、ペットボトルの水の配布 (10:00 - 18:00)
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,下野 90-1,"35.514945, 140.184597",2019-09-20 14:04:17,藤田 周
231,150,南総支所,千葉県 市原市 牛久 500,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,牛久 500,"35.401126, 140.134949",2019-09-20 14:04:17,藤田 周
232,151,有秋支所,千葉県 市原市 有秋台西 1丁目3-2,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,有秋台西 1丁目3-2,"35.453746, 140.050295",2019-09-20 14:04:17,藤田 周
233,152,加茂公民館,千葉県 市原市 養老 949-1,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）、ペットボトルの水の配布 (10:00 - 18:00)
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,養老 949-1,"35.355332, 140.152372",2019-09-20 14:04:17,藤田 周
234,153,国分寺公民館,千葉県 市原市 南国分寺台 1丁目2-6,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,南国分寺台 1丁目2-6,"35.494933, 140.115447",2019-09-20 14:04:17,藤田 周
235,154,五井公民館,千葉県 市原市 五井 5472-1,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,五井 5472-1,"35.520961, 140.089884",2019-09-20 14:04:17,藤田 周
236,155,姉崎公民館,千葉県 市原市 姉崎 2174-1,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,姉崎 2174-1,"35.471595, 140.044678",2019-09-20 14:04:17,藤田 周
237,156,有秋公民館,千葉県 市原市 有秋台西 1丁目3-2,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,有秋台西 1丁目3-2,"35.453638, 140.050295",2019-09-20 14:04:17,藤田 周
238,157,南総公民館,千葉県 市原市 牛久 520-1,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,牛久 520-1,"35.401229, 140.136044",2019-09-20 14:04:17,藤田 周
239,158,八幡公民館,千葉県 市原市 八幡 1050-1,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,八幡 1050-1,"35.536686, 140.115876",2019-09-20 14:04:17,藤田 周
240,159,辰巳公民館,千葉県 市原市 辰巳台西 3丁目14-1,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,辰巳台西 3丁目14-1,"35.520863, 140.146544",2019-09-20 14:04:17,藤田 周
241,160,市津公民館,千葉県 市原市 下野 90-1,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,下野 90-1,"35.514771, 140.184558",2019-09-20 14:04:17,藤田 周
242,161,ちはら台コミュニティセンター,千葉県 市原市 ちはら台南 6丁目1-3,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,ちはら台南 6丁目1-3,"35.529224, 140.185073",2019-09-20 14:04:17,藤田 周
243,162,千種コミュニティセンター,千葉県 市原市 千種 2丁目1-2,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,千種 2丁目1-2,"35.493869, 140.058278",2019-09-20 14:04:17,藤田 周
244,163,三和コミュニティセンター,千葉県 市原市 海士有木 235-1,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,海士有木 235-1,"35.464847, 140.125059",2019-09-20 14:04:17,藤田 周
245,164,戸田コミュニティセンター,千葉県 市原市 馬立 733,開設,,2019-09-20,施設開館時間内,"飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,馬立 733,"35.425850, 140.112227",2019-09-20 14:04:17,藤田 周
246,165,八幡小学校,千葉県 市原市 八幡 530,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,八幡 530,"35.533707, 140.121191",2019-09-20 14:04:17,藤田 周
247,166,菊間小学校,千葉県 市原市 菊間 1620-1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,菊間 1620-1,"35.537151, 140.150790",2019-09-20 14:04:17,藤田 周
248,167,市原小学校,千葉県 市原市 能満 1320,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,能満 1320,"35.508602, 140.128179",2019-09-20 14:04:17,藤田 周
249,168,辰巳台東小学校,千葉県 市原市 辰巳台東 4丁目13,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,辰巳台東 4丁目13,"35.514382, 140.153580",2019-09-20 14:04:17,藤田 周
250,169,辰巳台西小学校,千葉県 市原市 辰巳台西 4丁目16,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,辰巳台西 4丁目16,"35.524037, 140.149040",2019-09-20 14:04:17,藤田 周
251,170,五井小学校,千葉県 市原市 五井東 1丁目6-3,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,五井東 1丁目6-3,"35.514416, 140.094424",2019-09-20 14:04:17,藤田 周
252,171,白金小学校,千葉県 市原市 君塚 3丁目19,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,君塚 3丁目19,"35.524033, 140.108012",2019-09-20 14:04:17,藤田 周
253,172,国府小学校,千葉県 市原市 村上 1402-1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,村上 1402-1,"35.495002, 140.097354",2019-09-20 14:04:17,藤田 周
254,173,京葉小学校,千葉県 市原市 五井西 3丁目9-2,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,五井西 3丁目9-2,"35.518813, 140.073744",2019-09-20 14:04:17,藤田 周
255,174,千種小学校,千葉県 市原市 青柳 1801,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,青柳 1801,"35.499012, 140.058583",2019-09-20 14:04:17,藤田 周
256,175,東海小学校,千葉県 市原市 廿五里 558,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,廿五里 558,"35.487974, 140.077324",2019-09-20 14:04:17,藤田 周
257,176,姉崎小学校,千葉県 市原市 椎津 461,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,椎津 461,"35.473130, 140.040358",2019-09-20 14:04:17,藤田 周
258,177,有秋東小学校,千葉県 市原市 不入斗 753,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,不入斗 753,"35.454488, 140.056703",2019-09-20 14:04:17,藤田 周
259,178,海上小学校,千葉県 市原市 神代 125,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,神代 125,"35.470397, 140.098971",2019-09-20 14:04:17,藤田 周
260,179,市西小学校,千葉県 市原市 海士有木 1130,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,海士有木 1130,"35.471352, 140.130655",2019-09-20 14:04:17,藤田 周
261,180,養老小学校,千葉県 市原市 松崎 820,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,松崎 820,"35.448368, 140.134936",2019-09-20 14:04:17,藤田 周
262,181,湿津小学校,千葉県 市原市 潤井戸 2299-14,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,潤井戸 2299-14,"35.498455, 140.180091",2019-09-20 14:04:17,藤田 周
263,182,戸田小学校,千葉県 市原市 馬立 830,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,馬立 830,"35.424194, 140.116176",2019-09-20 14:04:17,藤田 周
264,183,牛久小学校,千葉県 市原市 皆吉 933-2,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,皆吉 933-2,"35.394816, 140.138238",2019-09-20 14:04:17,藤田 周
265,184,内田小学校,千葉県 市原市 島田 20,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,島田 20,"35.404529, 140.174119",2019-09-20 14:04:17,藤田 周
266,185,鶴舞小学校,千葉県 市原市 鶴舞 708,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,鶴舞 708,"35.383968, 140.182935",2019-09-20 14:04:17,藤田 周
267,186,有秋西小学校,千葉県 市原市 有秋台西 2丁目3,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,有秋台西 2丁目3,"35.448323, 140.051748",2019-09-20 14:04:17,藤田 周
268,187,若葉小学校,千葉県 市原市 五井 5555-1,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,五井 5555-1,"35.522100, 140.091050",2019-09-20 14:04:17,藤田 周
269,188,明神小学校,千葉県 市原市 姉崎 1850,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,姉崎 1850,"35.478489, 140.050462",2019-09-20 14:04:17,藤田 周
270,189,若宮小学校,千葉県 市原市 若宮 3丁目13,開設,,2019-09-20,24時間,"校舎外の水道からの飲料水（水道水）の給水、災害用井戸による生活用水（飲用不可、24時間利用可）
容器持参",https://www.city.ichihara.chiba.jp/kurashi/bohanbosai/kinkyu/faxai/food_drink.html,122190,千葉県,市原市,若宮 3丁目13,"35.527346, 140.135276",2019-09-20 14:04:17,藤田 周
