#1,#2,名称,所在地,ステータス,マッピングに関する特記事項,日付,開設時間,給水に関する特記事項,出典,市町村コード,都道府県,市区町村,市区町村以下,緯度・経度,出典最終確認日時,出典確認担当者
216,346,匝瑳市役所（北側駐車場）,千葉県 匝瑳市 八日市場ハ 793-2,開設,,2019-09-20,6:00 - 20:00,,https://www.city.sosa.lg.jp/page/page002714.html,122351,千葉県,匝瑳市,八日市場ハ 793-2,"35.708205, 140.564517",2019-09-20 14:25:20,藤田 周
183,347,香取市役所,千葉県 香取市 佐原ロ 2127,開設,,2019-09-20,7:00 - 21:00,容器持参,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/kyusuijokaisetsu.html,122360,千葉県,香取市,佐原ロ 2127,"35.897945, 140.499406",2019-09-20 14:27:59,藤田 周
184,348,旧佐原第二中学校,千葉県 香取市 新部 10,開設,,2019-09-20,7:00 - 21:00,容器持参,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/kyusuijokaisetsu.html,122360,千葉県,香取市,新部 10,"35.885441, 140.514193",2019-09-20 14:27:59,藤田 周
185,349,竟成小学校,千葉県 香取市 観音 481,開設,,2019-09-20,7:00 - 21:00,容器持参,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/kyusuijokaisetsu.html,122360,千葉県,香取市,観音 481,"35.869524, 140.481745",2019-09-20 14:27:59,藤田 周
186,350,栗源消防訓練所,千葉県 香取市 岩部 3458,開設,「香取広域市町村圏事務組合消防本部 佐原消防署栗源分遣所」にマッピング,2019-09-20,7:00 - 21:00,容器持参,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/kyusuijokaisetsu.html,122360,千葉県,香取市,岩部 3458,"35.814922, 140.505753",2019-09-20 14:27:59,藤田 周
187,351,佐原第五中学校,千葉県 香取市 大戸 937,開設,,2019-09-20,7:00 - 21:00,容器持参,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/kyusuijokaisetsu.html,122360,千葉県,香取市,大戸 937,"35.888333, 140.455561",2019-09-20 14:27:59,藤田 周
188,352,香取市山田支所,千葉県 香取市 仁良 300-1,開設,,2019-09-20,7:00 - 21:00,容器持参,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/kyusuijokaisetsu.html,122360,千葉県,香取市,仁良 300-1,"35.803510, 140.575238",2019-09-20 14:27:59,藤田 周
189,353,道の駅水の郷さわら,千葉県 香取市 佐原イ 3981-2,開設,,2019-09-20,7:00 - 21:00,容器持参,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/kyusuijokaisetsu.html,122360,千葉県,香取市,佐原イ 3981-2,"35.895786, 140.506978",2019-09-20 14:27:59,藤田 周
190,354,香取神宮駐車場,千葉県 香取市 香取 1667-3,閉鎖,,,,,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/kyusuijokaisetsu.html,122360,千葉県,香取市,香取 1667-3,"35.885540, 140.527950",2019-09-20 14:27:59,藤田 周
191,355,瑞穂小学校,千葉県 香取市 堀之内 1770-96,閉鎖,,,,,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/kyusuijokaisetsu.html,122360,千葉県,香取市,堀之内 1770-96,"35.888243, 140.431733",2019-09-20 14:27:59,藤田 周
350,356,成東保健福祉センター,千葉県 山武市 殿台 296,開設,,2019-09-20,不明,生活用水は容器持参、ペットボトルの飲料水の配布あり,"https://www.city.sammu.lg.jp/soshiki/15/20190913kyusui.html
https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html",122378,千葉県,山武市,殿台 296,"35.602726, 140.413278",2019-09-20 14:28:49,藤田 周
351,357,さんぶの森中央会館,千葉県 山武市 埴谷 1904-3,開設,,2019-09-20,不明,生活用水は容器持参、ペットボトルの飲料水の配布あり,"https://www.city.sammu.lg.jp/soshiki/15/20190913kyusui.html
https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html",122378,千葉県,山武市,埴谷 1904-3,"35.642908, 140.367676",2019-09-20 14:28:49,藤田 周
352,358,松尾IT保健福祉センター,千葉県 山武市 松尾町五反田 3012,開設,,2019-09-20,不明,生活用水は容器持参、ペットボトルの飲料水の配布あり,"https://www.city.sammu.lg.jp/soshiki/15/20190913kyusui.html
https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html",122378,千葉県,山武市,松尾町五反田 3012,"35.637465, 140.460658",2019-09-20 14:28:49,藤田 周
353,359,さんぶの森交流センターあららぎ館,千葉県 山武市 埴谷 1884-1,開設,,2019-09-20,8:30 - 21:00,生活用水は容器持参,"https://www.city.sammu.lg.jp/soshiki/15/20190913kyusui.html
https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html",122378,千葉県,山武市,埴谷 1884-1,"35.641259, 140.376247",2019-09-20 14:28:49,藤田 周
354,360,山武北小学校,千葉県 山武市 沖渡 699,開設,,2019-09-20,9:00 - 16:00,容器持参,"https://www.city.sammu.lg.jp/soshiki/15/20190913kyusui.html
https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html",122378,千葉県,山武市,沖渡 699,"35.674168, 140.359692",2019-09-20 14:28:49,藤田 周
355,361,日向小学校,千葉県 山武市 雨坪 10,開設,,2019-09-20,不明,,"https://www.city.sammu.lg.jp/soshiki/15/20190913kyusui.html
https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html",122378,千葉県,山武市,雨坪 10,"35.630297, 140.357267",2019-09-20 14:28:49,藤田 周
356,362,山武西小学校,千葉県 山武市 大木 13,開設,,2019-09-20,不明,,"https://www.city.sammu.lg.jp/soshiki/15/20190913kyusui.html
https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html",122378,千葉県,山武市,大木 13,"35.648265, 140.345563",2019-09-20 14:28:49,藤田 周
357,363,山武中学校,千葉県 山武市 埴谷 1855,開設,,2019-09-20,不明,,"https://www.city.sammu.lg.jp/soshiki/15/20190913kyusui.html
https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html",122378,千葉県,山武市,埴谷 1855,"35.646558, 140.365964",2019-09-20 14:28:49,藤田 周
358,364,山武市役所駐車場,千葉県 山武市 殿台 296,閉鎖,,,,,"https://www.city.sammu.lg.jp/soshiki/15/20190913kyusui.html
https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html",122378,千葉県,山武市,殿台 296,"35.602828, 140.413990",2019-09-20 14:28:49,藤田 周
359,365,蓮沼交流センター,千葉県 山武市 蓮沼ハ 4832-3,閉鎖,,,,,"https://www.city.sammu.lg.jp/soshiki/15/20190913kyusui.html
https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html",122378,千葉県,山武市,蓮沼ハ 4832-3,"35.602456, 140.501358",2019-09-20 14:28:49,藤田 周
181,366,神崎ふれあいプラザ,千葉県 香取郡 神崎町 神崎本宿 96,閉鎖,,,,,https://www.town.kozaki.chiba.jp/01kurashi/bousai/saigai.html,123421,千葉県,香取郡 神崎町,神崎本宿 96,"35.901755, 140.402953",2019-09-20 14:29:50,藤田 周
182,367,古原浄水場,千葉県 香取郡 神崎町 古原甲 718-4,閉鎖,,,,,https://www.town.kozaki.chiba.jp/01kurashi/bousai/saigai.html,123421,千葉県,香取郡 神崎町,古原甲 718-4,"35.871757, 140.406188",2019-09-20 14:29:50,藤田 周
192,368,多古町役場,千葉県 多古町 多古 584,開設,,2019-09-20,9:00 - 18:00,容器持参,https://www.town.tako.chiba.jp/emergency/2019091800039/,123471,千葉県,多古町,多古 584,"35.735608, 140.467719",2019-09-20 14:55:17,藤田 周
193,369,旧第二小学校,千葉県 多古町 喜多 305,開設,,2019-09-20,9:00 - 12:00,容器持参,https://www.town.tako.chiba.jp/emergency/2019091800039/,123471,千葉県,多古町,喜多 305,"35.752132, 140.448507",2019-09-20 14:55:17,藤田 周
194,370,旧第三小学校,千葉県 多古町 牛尾 2053-2,閉鎖,,,,,https://www.town.tako.chiba.jp/emergency/2019091800039/,123471,千葉県,多古町,牛尾 2053-2,"35.710726,140.456979",2019-09-20 14:55:17,藤田 周
197,371,中村小学校,千葉県 多古町 南中 349-2,閉鎖,,,,,https://www.town.tako.chiba.jp/emergency/2019091800039/,123471,千葉県,多古町,南中 349-2,"35.740313, 140.490689",2019-09-20 14:55:17,藤田 周
195,372,久賀小学校,千葉県 多古町 大門 205,閉鎖,,,,,https://www.town.tako.chiba.jp/emergency/2019091800039/,123471,千葉県,多古町,大門 205,"35.778957, 140.460259",2019-09-20 14:55:17,藤田 周
196,373,常磐小学校,千葉県 多古町 南玉造 162,閉鎖,,,,,https://www.town.tako.chiba.jp/emergency/2019091800039/,123471,千葉県,多古町,南玉造 162,"35.770107, 140.517551",2019-09-20 14:55:17,藤田 周
218,374,東庄町役場,千葉県 東庄町 笹川い 4713-131,不明,,,,,https://www.town.tohnosho.chiba.jp/000news/2019-0910-1032-6.html,123498,千葉県,東庄町,笹川い 4713-131,"35.837213, 140.668500",2019-09-20 14:30:43,藤田 周
219,375,東庄町公民館,千葉県 東庄町 笹川い 4713-11,不明,,,,,https://www.town.tohnosho.chiba.jp/000news/2019-0910-1032-6.html,123498,千葉県,東庄町,笹川い 4713-11,"35.837311, 140.668417",2019-09-20 14:30:43,藤田 周
220,376,東庄町保健福祉総合センター,千葉県 東庄町 石出 2692-4,不明,,,,,https://www.town.tohnosho.chiba.jp/000news/2019-0910-1032-6.html,123498,千葉県,東庄町,石出 2692-4,"35.820180, 140.697939",2019-09-20 14:30:43,藤田 周
221,377,東庄町ふれあい公園,千葉県 東庄町 東和田,不明,,,,,https://www.town.tohnosho.chiba.jp/000news/2019-0910-1032-6.html,123498,千葉県,東庄町,東和田,"35.795914, 140.644372",2019-09-20 14:30:43,藤田 周
222,378,東庄ふれあいセンター,千葉県 東庄町 小南 1140,不明,,,,,https://www.town.tohnosho.chiba.jp/000news/2019-0910-1032-6.html,123498,千葉県,東庄町,小南 1140,"35.795208, 140.680906",2019-09-20 14:30:43,藤田 周
198,379,芝山町役場,千葉県 芝山町 小池 992,開設,,2019-09-20,9:00 - 17:00,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,小池 992,"35.692925, 140.414489",2019-09-20 14:33:42,藤田 周
200,380,福祉センター「やすらぎの里」,千葉県 芝山町 飯櫃 126-1,開設,,2019-09-20,9:00 - 20:00,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,飯櫃 126-1,"35.727387, 140.417673",2019-09-20 14:33:42,藤田 周
203,381,航空科学博物館,千葉県 芝山町 岩山 111-3,開設,,2019-09-20,10:00 - 18:00,充電・トイレ利用可、休憩所として利用可（レストハウスを開放）,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,岩山 111-3,"35.740413, 140.397778",2019-09-20 14:33:42,藤田 周
204,382,芝山千代田駅,千葉県 芝山町 香山新田 148-1,開設,,2019-09-20,9:00 - 18:00,充電・トイレ利用可,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,香山新田 148-1,"35.754115, 140.399565",2019-09-20 14:33:42,藤田 周
205,383,ウィラー芝山営業所,千葉県 芝山町 大台 2566-1,開設,「WILLER EXPRESS株式会社 千葉営業所」にマッピング,2019-09-20,24時間,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,大台 2566-1,"35.700704, 140.407348",2019-09-20 14:33:42,藤田 周
206,384,吉川工務店,千葉県 芝山町 山中 1456,開設,,2019-09-20,24時間,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,山中 1456,"35.701870, 140.436583",2019-09-20 14:33:42,藤田 周
207,385,ロス・マーベリックス,千葉県 芝山町 宝馬 38-1,開設,,2019-09-20,不明,飲料水の配布,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,宝馬 38-1,"35.710937, 140.402568",2019-09-20 14:33:42,藤田 周
208,386,エハラピーナツ,千葉県 芝山町 新井田 52-26,開設,,2019-09-20,24時間,飲用水として使用可,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,新井田 52-26,"35.698297, 140.408690",2019-09-20 14:33:42,藤田 周
209,387,サテライト成田,千葉県 芝山町 小池,開設,,2019-09-20,10:00 - 15:00,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,小池,"35.695703, 140.409829",2019-09-20 14:33:42,藤田 周
199,388,芝山町中央公民館,千葉県 芝山町 小池 982,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,小池 982,"35.693161, 140.414213",2019-09-20 14:33:42,藤田 周
201,389,菱田共同利用施設,千葉県 芝山町 菱田 1041-2,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,菱田 1041-2,"35.751534, 140.409858",2019-09-20 14:33:42,藤田 周
202,390,高谷共同利用施設,千葉県 芝山町 高谷 72,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,高谷 72,"35.705175, 140.438886",2019-09-20 14:33:42,藤田 周
210,391,横芝光町役場前駐車場,千葉県 横芝光町 宮川 11902,開設,,2019-09-19,8:30 - 17:00,飲料水の配布,http://www.town.yokoshibahikari.chiba.jp/,124109,千葉県,横芝光町,宮川 11902,"35.665778, 140.503926",2019-09-20 14:34:40,藤田 周
211,392,中台共同利用施設,千葉県 横芝光町 中台 1110-1,閉鎖,,,,,http://www.town.yokoshibahikari.chiba.jp/,124109,千葉県,横芝光町,中台 1110-1,"35.683608, 140.430820",2019-09-20 14:34:40,藤田 周
212,393,長倉共同利用施設,千葉県 横芝光町 長倉 1285,閉鎖,,,,,http://www.town.yokoshibahikari.chiba.jp/,124109,千葉県,横芝光町,長倉 1285,"35.664572, 140.461601",2019-09-20 14:34:40,藤田 周
213,394,ふれあい坂田池公園北側駐車場,千葉県 横芝光町 坂田池 1-1,閉鎖,,,,,http://www.town.yokoshibahikari.chiba.jp/,124109,千葉県,横芝光町,坂田池 1-1,"35.663148, 140.472508",2019-09-20 14:34:40,藤田 周
214,395,文化会館,千葉県 横芝光町 横芝 922-1,閉鎖,,,,,http://www.town.yokoshibahikari.chiba.jp/,124109,千葉県,横芝光町,横芝 922-1,"35.663608, 140.487483",2019-09-20 14:34:40,藤田 周
215,396,町民会館,千葉県 横芝光町 宮川 11907-2,閉鎖,,,,,http://www.town.yokoshibahikari.chiba.jp/,124109,千葉県,横芝光町,宮川 11907-2,"35.665472, 140.505541",2019-09-20 14:34:40,藤田 周
360,397,役場駐車場,千葉県 長柄町 桜谷 712,閉鎖,,,,,https://www.town.nagara.chiba.jp/soshiki/1/3114.html,124265,千葉県,長柄町,桜谷 712,"35.431143, 140.227090",2019-09-20 14:35:51,藤田 周
361,398,都市農村交流ターミナル施設駐車場,千葉県 長柄町 山之郷 70-15,閉鎖,,,,,https://www.town.nagara.chiba.jp/soshiki/1/3114.html,124265,千葉県,長柄町,山之郷 70-15,"35.469650, 140.203788",2019-09-20 14:35:51,藤田 周
362,399,長柄町民憩いの家梅乃木荘,千葉県 長柄町 刑部5,閉鎖,,,,,https://www.town.nagara.chiba.jp/soshiki/1/3114.html,124265,千葉県,長柄町,刑部5,"35.425590, 140.192658",2019-09-20 14:35:51,藤田 周
337,400,旧豊栄小学校,千葉県 長南町 米満 101,閉鎖,,,,,https://www.town.chonan.chiba.jp/osirase/20947/,124273,千葉県,長南町,米満 101,"35.412744, 140.241987",2019-09-20 14:36:17,藤田 周
338,401,粟又第2加圧所,千葉県 大多喜町 不明,閉鎖,,,,,http://www.town.otaki.chiba.jp/news/index.cfm/detail.6.14019.html,124419,千葉県,大多喜町,不明,,2019-09-20 14:36:42,藤田 周
339,402,筒森もみじ館,千葉県 大多喜町 筒森 476-4,閉鎖,,,,,http://www.town.otaki.chiba.jp/news/index.cfm/detail.6.14019.html,124419,千葉県,大多喜町,筒森 476-4,"35.230774, 140.155656",2019-09-20 14:36:42,藤田 周
340,403,伊保田加圧所,千葉県 大多喜町 不明,閉鎖,,,,,http://www.town.otaki.chiba.jp/news/index.cfm/detail.6.14019.html,124419,千葉県,大多喜町,不明,,2019-09-20 14:36:42,藤田 周
341,404,旧田代分校前消防機庫,千葉県 大多喜町 弓木 54,閉鎖,,,,,http://www.town.otaki.chiba.jp/news/index.cfm/detail.6.14019.html,124419,千葉県,大多喜町,弓木 54,"35.226262, 140.206877",2019-09-20 14:36:42,藤田 周
342,405,平塚加圧所,千葉県 大多喜町 不明,閉鎖,,,,,http://www.town.otaki.chiba.jp/news/index.cfm/detail.6.14019.html,124419,千葉県,大多喜町,不明,,2019-09-20 14:36:42,藤田 周
343,406,紙敷区生活改善センター,千葉県 大多喜町 紙敷 1400-1,閉鎖,,,,,http://www.town.otaki.chiba.jp/news/index.cfm/detail.6.14019.html,124419,千葉県,大多喜町,紙敷 1400-1,"35.266286, 140.208145",2019-09-20 14:36:42,藤田 周
344,407,平沢農村協同館,千葉県 大多喜町 平沢,閉鎖,,,,,http://www.town.otaki.chiba.jp/news/index.cfm/detail.6.14019.html,124419,千葉県,大多喜町,平沢,"35.212502, 140.225832",2019-09-20 14:36:42,藤田 周
345,408,大多喜町役場,千葉県 大多喜町 大多喜 93,閉鎖,,,,,http://www.town.otaki.chiba.jp/news/index.cfm/detail.6.14019.html,124419,千葉県,大多喜町,大多喜 93,"35.285235, 140.245493",2019-09-20 14:36:42,藤田 周
346,409,農村コミュニティセンター,千葉県 大多喜町 三条 440-1,閉鎖,,,,,http://www.town.otaki.chiba.jp/news/index.cfm/detail.6.14019.html,124419,千葉県,大多喜町,三条 440-1,"35.254423, 140.221986",2019-09-20 14:36:42,藤田 周
402,410,鋸南町役場本庁,千葉県 鋸南町 下佐久間 3458,開設,,2019-09-19,8:00 - 18:00,飲料水の配布,http://www.town.kyonan.chiba.jp/kyonan/information/information15912/,124630,千葉県,鋸南町,下佐久間 3458,"35.111251, 139.835721",2019-09-20 14:38:59,藤田 周
403,411,保健福祉総合センターすこやか,千葉県 鋸南町 保田 560,開設,,2019-09-19,9:00 - 17:00,飲料水の配布,http://www.town.kyonan.chiba.jp/kyonan/information/information15912/,124630,千葉県,鋸南町,保田 560,"35.140526, 139.842588",2019-09-20 14:38:59,藤田 周
404,412,老人福祉センター,千葉県 鋸南町 上佐久間 66,開設,,2019-09-19,9:00 - 17:00,飲料水の配布,http://www.town.kyonan.chiba.jp/kyonan/information/information15912/,124630,千葉県,鋸南町,上佐久間 66,"35.117838, 139.877914",2019-09-20 14:38:59,藤田 周
405,413,鋸南町浄水場,千葉県 鋸南町 元名 1350,開設,,2019-09-19,24時間,飲料水の配布,http://www.town.kyonan.chiba.jp/kyonan/information/information15912/,124630,千葉県,鋸南町,元名 1350,"35.148332, 139.841339",2019-09-20 14:38:59,藤田 周
406,414,鋸東コミュニティセンター,千葉県 鋸南町 市井原 4-1,開設,,2019-09-19,不明,応急給水場所,http://www.town.kyonan.chiba.jp/kyonan/information/information15912/,124630,千葉県,鋸南町,市井原 4-1,"35.143226, 139.883714",2019-09-20 14:38:59,藤田 周
407,415,大崩公民館,千葉県 鋸南町 大崩 1057,開設,,2019-09-19,不明,応急給水場所,http://www.town.kyonan.chiba.jp/kyonan/information/information15912/,124630,千葉県,鋸南町,大崩 1057,"35.135485, 139.906631",2019-09-20 14:38:59,藤田 周
408,416,奥山集乳所,千葉県 鋸南町 不明,閉鎖,,,,,http://www.town.kyonan.chiba.jp/kyonan/information/information15912/,124630,千葉県,鋸南町,不明,,2019-09-20 14:38:59,藤田 周
